text,transformed_text,predicted_label
"nice touches arrived marqueen early hours moved noisy hotel downtown, receptionist helpful friendly colleague delivered earned bottle wine promptly room.all family friends hotel wedding, location easy reach space needle bars restaurants, welcomed use kitchen extras purchase basket room nice touch, staff courteous friendly turn service nice touch,  ",nice touch arriv marqueen earli hour move noisi hotel downtown receptionist help friendli colleagu deliv earn bottl wine promptli famili friend hotel wed locat easi reach space needl bar restaur welcom use kitchen extra purchas basket room nice touch staff courteou friendli turn servic nice touch,0
"perfect bride/groom guests, husband chose marqueen wedding hotel july, talking hotel seattle marqueen best rates rooms/amenities run stay 3 nights 4th free- check website deals, excellent location amazingly easy work, offered small block rooms needing guaranteed fanatic went forth guest service manager times super nice, left bottle champagne room night wedding, thoughtful, rooms like small apartments- pictures posted previous guests accurate stayed room 202 nice view hotel 1st, small kitchenette built dining space huge bedroom small sitting room, used 202 brides getting ready room housed people comer/goers feeling crammed.the marqueen older building great architecture light took sight pictures headed wedding bride/groom, like hotels basics large room clean internet service, bellman help second car pulls opens/closes doors time arrive desk nice marqueen adds extra touch looking, esp wedding weekend.other details drawback didnt think dont serve breakfast, kitchenette pesos street yummy breakfasts, close multiple restaurants lower queen anne 2 large grocery stores kits camera came handy dry cleaners kinkos 2 starbucks- 4 block radius marqueen.- super clean rooms maids really good not disturbing wedding stuff organizing room service.- downtown shuttle awesome fyi- marriott lake union doesnt shuttle- guests staying overall disappointed parking easy valeted hotel time minimally, free internet worked well/fast, hooray, didnt notice elevator older guests handicapped, rooms floor.overall 5 stars highly recommend marqueen, enjoy, havnt added pics room 202 posted reviewer quite messy room, pictures good truly room,  ",perfect guest husband chose marqueen wed hotel juli talk hotel seattl marqueen best rate run stay 3 night 4th check websit deal excel locat amazingli easi work offer small block room need guarante fanat went forth guest servic manag time super nice left bottl champagn room night wed thought room like small pictur post previou guest accur stay room 202 nice view hotel 1st small kitchenett built dine space huge bedroom small sit room use 202 bride get readi room hous peopl feel marqueen older build great architectur light took sight pictur head wed like hotel basic larg room clean internet servic bellman help second car pull door time arriv desk nice marqueen add extra touch look esp wed detail drawback didnt think dont serv breakfast kitchenett peso street yummi breakfast close multipl restaur lower queen ann 2 larg groceri store kit camera came handi dri cleaner kinko 2 4 block radiu super clean room maid realli good disturb wed stuff organ room downtown shuttl awesom marriott lake union doesnt guest stay overal disappoint park easi valet hotel time minim free internet work hooray didnt notic elev older guest handicap room 5 star highli recommend marqueen enjoy havnt ad pic room 202 post review quit messi room pictur good truli room,0
"close..but no sigar, stayed marqueen week, expensive, different experience staying typical hotel-chains, charming, variable service front-desk positive helpfull staff, room 211 spacius quite asked quite room got no view, window faced brick wall, probably better 3 floor.cleaning better hotel general soon general clean-up.close location space needle belltown,  ",close sigar stay marqueen week expens differ experi stay typic charm variabl servic posit helpful staff room 211 spaciu quit ask quit room got view window face brick wall probabl better 3 better hotel gener soon gener locat space needl belltown,0
"fun charming just needed issues stayed marqueen days march tourist trip seattle intention hitting tourist sites having traveled seattle business times, marqueen location perfect seattle center space needle emp sci fi museum children museum theaters intiman seattle rep mccaw hall key arena, charming neighborhood good restaurants great not good selection does wear days rooms appointed having kitchen great, ate room going larry market right near good fresh meals.the staff friendly helpful seen awhile, knowledgeable friendly fake, quick recommendation need, not say good things staff, really stay worthwhile, weekend staff not friendly helpful.the drawbacks bed uncomfortable slept pillows flat hard, does loud event key arena bars street especially weekend avoid room floor facing street costs, n't like stairs avoid room floor, no elevator walking day gets tiring, clear day views floor room facing street gorgeous.you not close downtown pike place waterfront, did walk couple times n't terrible not advisable, did use shuttle times terrific not available stuck, schedule hotel advance ca n't schedule pick town advance chances, weekend staff not helpful regard kept recommending bus, got hotel shuttle available, shuttle really nice addition does make getting easier able schedule it.all nice place stay, showing age little bit charming better chain motel bland rooms decor, definitely recommend marqueen stay,  ",fun charm need issu stay marqueen day march tourist trip seattl intent hit tourist site travel seattl busi time marqueen locat perfect seattl center space needl emp sci fi museum children museum theater intiman seattl rep mccaw hall key arena charm neighborhood good restaur great good select wear day room appoint kitchen great ate room go larri market right near good fresh staff friendli help seen awhil knowledg friendli fake quick recommend need say good thing staff realli stay worthwhil weekend staff friendli drawback bed uncomfort slept pillow flat hard loud event key arena bar street especi weekend avoid room floor face street cost like stair avoid room floor elev walk day get tire clear day view floor room face street close downtown pike place waterfront walk coupl time terribl advis use shuttl time terrif avail stuck schedul hotel advanc ca schedul pick town advanc chanc weekend staff help regard kept recommend bu got hotel shuttl avail shuttl realli nice addit make get easier abl schedul nice place stay show age littl bit charm better chain motel bland room decor definit recommend marqueen stay,0
"gorgeous hotel great hotel huge elegant rooms, clean staff friendly helpful, fantastic value money great location interesting views seattle window seconds away seattle center, recommend anybody,  ",gorgeou hotel great hotel huge eleg room clean staff friendli help fantast valu money great locat interest view seattl window second away seattl center recommend anybodi,1
"charming great value marqueen stayed marqueen aug 15-21. staff accommodating holding room night flight cancelled not charging night cancellation, received floor hotel room requested booking internet site, rooms quite large convenient kitchen came handy staying week bringing home goodies pike place market, great location seattle center events opera, 20-25 minute walk market downtown enjoyed, coming home uphill challenge warm days, monorail convenient 2 block walk did not use, walk flights stairs chore not decent shape, great value 157/night attending opera nights location n't beat, coffee shop wonderful enjoyed 10 mercer dinner just appetizers drinks opera, clean, close transportation, offers car town did n't use, rented car nights parked street blocks away save valet fee hassle wanted use car, return price,  ",charm great valu marqueen stay marqueen aug staff accommod hold room night flight cancel charg night cancel receiv floor hotel room request book internet site room quit larg conveni kitchen came handi stay week bring home goodi pike place market great locat seattl center event opera minut walk market downtown enjoy come home uphil challeng warm day monorail conveni 2 block walk use walk flight stair chore decent shape great valu attend opera night locat beat coffe shop wonder enjoy 10 mercer dinner appet drink opera clean close transport offer car town use rent car night park street block away save valet fee hassl want use car return price,0
"good choice marqueen place stay going key arena seattle center venues short walk away, building refurbished apartment house rooms bigger usual hotel room size kitchen separate sitting area, room elegantly furnished bed comfortable, staff cordial gave suggestions helped trip, wine-tasting event night stayed there.a couple things mind:1. no elevator bellman assisted luggage, unfortunately did not offer pick carry flights remind exercise good, no big deal you.2, coffee bar not coffee shop trendy bar hotel nothing hotel big chains, no big deal, neighborhood kinda funky pleasant did not walk far good places eat breakfast dinner, 3. hotel not downtown not walking distance pike place market pioneer square business district right seattle center entertainment venues museums space needle monorail takes right downtown 5 minutes, forms public transportation plentiful convenient.enjoy seattle,  ",good choic marqueen place stay go key arena seattl center venu short walk away build refurbish apart hous room bigger usual hotel room size kitchen separ sit area room elegantli furnish bed comfort staff cordial gave suggest help trip event night stay coupl thing elev bellman assist luggag unfortun offer pick carri flight remind exercis good big deal coffe bar coffe shop trendi bar hotel noth hotel big chain big deal neighborhood kinda funki pleasant walk far good place eat breakfast dinner hotel downtown walk distanc pike place market pioneer squar busi district right seattl center entertain venu museum space needl monorail take right downtown 5 minut form public transport plenti seattl,1
"perfect needs marqueen nice change typical boxy hotel room, like brand new not love sense history appreciate marqueen, advise trip advisor asked room not bothered noise fact thought maybe ones not case, apartment nice equipped kitchen space, proximity market good restaurants kerry park seattle center monorail walking workable option, staff gracious,  ",perfect need marqueen nice chang typic boxi hotel room like brand new love sens histori appreci marqueen advis trip advisor ask room bother nois fact thought mayb one case apart nice equip kitchen space proxim market good restaur kerri park seattl center monorail walk workabl option staff graciou,0
"great location downtown currently staying mayflower park hotel, husband son stayed night arriving seattle, returned stay nights end travels flying sea-tac airport, contact hotel directly rate got cheaper going directly online aaa discount mayflower nice older hotel right heart downtown seattle, add hotels near location expensive just 6 blocks away cheaper cheaper mayflower land desirable location, mayflower old building renovated 90 clean decor like saying fancy mother laws house single bedroom small night fine barely fit luggage portacrib..this second time delux queen room upgraded free great size, bathrooms rooms nice clean tiny tastefully, desk really warm friendly restaurant bar site great, hope enjoy,  ",great locat downtown current stay mayflow park hotel husband son stay night arriv seattl return stay night end travel fli airport contact hotel directli rate got cheaper go directli onlin aaa discount mayflow nice older hotel right heart downtown seattl add hotel near locat expens 6 block away cheaper cheaper mayflow land desir locat mayflow old build renov 90 clean decor like say fanci mother law hous singl bedroom small night fine bare fit luggag portacrib second time delux queen room upgrad free great size bathroom room nice clean tini tast desk realli warm friendli restaur bar site great hope enjoy,0
"gem, just returned second delightful stay year mayflower park, 5th floor suite lovely sitting room separate bedroom, husband normally rises earlier perfect arrangement, wet sink bar coffee maker sitting room allows sit desk write enjoys morning coffee, comfy sofa armchair ottoman cocktail table windows sides make room pleasant place hang, enjoyed terrific lunch breakfast day andaluca nightcap oliver baseball game, rooms attractive friendly environments, hotel real winner feel totally home staying,  ",gem return second delight stay year mayflow park 5th floor suit love sit room separ bedroom husband normal rise earlier perfect arrang wet sink bar coffe maker sit room allow sit desk write enjoy morn coffe comfi sofa armchair ottoman cocktail tabl window side make room pleasant place hang enjoy terrif lunch breakfast day andaluca nightcap oliv basebal game room attract friendli environ hotel real winner feel total home stay,0
"best bar lobby meet friend year, pop elevator oliver great place drinks people watching, great location,  ",best bar lobbi meet friend year pop elev oliv great place drink peopl watch great locat,0
"luxury luxury having stayed suite elses dime, suite king size bed day bed dining table, posh tell truth stay movie rock star.no complaints does n't better,  ",luxuri luxuri stay suit els dime suit king size bed day bed dine tabl posh tell truth stay movi rock complaint better,0
"nice stay mayflower park hotel great choice want equidistant space needle basball/football arenas did, needle definitely walkable.the stadiums longer.definitely leave 30-40 minutes walk.another thing close pike place market, blocks away.also right major shopping tins restaurants starbucks course plenty fast-food joints.the staff extremely friendly easily stay, rooms pleasant, classic room touch small fine fine people,  ",nice stay mayflow park hotel great choic want equidist space needl arena needl definit stadium leav minut thing close pike place market block right major shop tin restaur starbuck cours plenti staff extrem friendli easili stay room pleasant classic room touch small fine fine peopl,0
"good hotel walls liked room small, staff great.oor.furnishings nice bed comfy.my compalint hear door, tv woke early n't talking loud hear form time time, wanted romantic away privacy,  ",good hotel wall like room small staff nice bed compalint hear door tv woke earli talk loud hear form time time want romant away privaci,1
"mayflower park hotel-great location great hotel enjoyed night stay mayflower park hotel august 2005. busy time seattle ring cycle opera week upgraded suite pleasant surprise, wet bar coffeemaker mini-refigerator sink large living area desk free wireless internet access nice sofa comfy chairs king bed large closet/dressing room nice bathroom small historic fittings, hotel member historic hotels america lobby small evokes historic feeling, nice bonus invitation wednesday early evening wine tasting hors d'oeuvres restaurant andalucia, pleasant experience, did n't time use fitness center hotel location right center town provided lots exercise walking seattle hills, walked rei pike place market pioneer square victory brewery hotel, desk bell staff particularly helpful host wine tasting pleasant, certainly recommend mayflower park hotel definitely stay again-there seattle barely scratched surface,  ",mayflow park locat great hotel enjoy night stay mayflow park hotel august busi time seattl ring cycl opera week upgrad suit pleasant surpris wet bar coffeemak sink larg live area desk free wireless internet access nice sofa comfi chair king bed larg room nice bathroom small histor fit hotel member histor hotel america lobbi small evok histor feel nice bonu invit wednesday earli even wine tast hor restaur andalucia pleasant experi time use fit center hotel locat right center town provid lot exercis walk seattl hill walk rei pike place market pioneer squar victori breweri hotel desk bell staff particularli help host wine tast pleasant certainli recommend mayflow park hotel definit stay seattl bare scratch surfac,0
"great central location hotel ideally located 4 blocks pike market right beginning monorail line leading space needle, direct covered access mall surrounding monorail station, bar hotel offers great view street seattle fine cocktails, room small did not safe offered reception free.the complimentary wireless internet access great help research town.a note not know distinct scent pizza hallways lobby area maybe adjoining mall food court,  ",great central locat hotel ideal locat 4 block pike market right begin monorail line lead space needl direct cover access mall surround monorail station bar hotel offer great view street seattl fine cocktail room small safe offer recept complimentari wireless internet access great help research note know distinct scent pizza hallway lobbi area mayb adjoin mall food court,0
"trust great, just returned trip seattle, booked mayflower park hotel based comments site thought share experience add mix, happy stayed, request early check-in rollaway family package tickets ready waiting arrived, room fantastic children talking great hotel bathrooms deluxe room, location great, stores shopping sites nearby easy access monorail, staff helpful friendly concierge little, drinks bar nice pricey, dinner andaluca fine nothing spectacular somewhat slow service n't busy, overall stay great hope return day,  ",trust great return trip seattl book mayflow park hotel base comment site thought share experi add mix happi stay request earli rollaway famili packag ticket readi wait arriv room fantast children talk great hotel bathroom delux room locat great store shop site nearbi easi access monorail staff help friendli concierg littl drink bar nice pricey dinner andaluca fine noth spectacular somewhat slow servic busi overal stay great hope return day,0
"wonderful stay decorating room little drab dark overall facility nice, deluxe single spacious corner room large seating area, staff gracious helpful price reasonable seattle season, location wonderful walk everthing convenient bus service,  ",wonder stay decor room littl drab dark overal facil nice delux singl spaciou corner room larg seat area staff graciou help price reason seattl season locat wonder walk everth conveni bu servic,0
"wonderful hotel, just spent nights mayflower park wonderful experience, neat old hotel lot charm, staff friendly concierge folks helpful, hardly noise rooms, good beds not rock-hard like hotels, oliver bar bit pricey convenient better nonsmoking like rest hotel, upper floor room great view space needle, location ca n't beat, walked, concierge helped rent car day explored olympic peninsula, husband preferred staying cheaper n't deny nice experience mayflower park,  ",wonder hotel spent night mayflow park wonder experi neat old hotel lot charm staff friendli concierg folk help hardli nois room good bed like hotel oliv bar bit pricey conveni better nonsmok like rest hotel upper floor room great view space needl locat ca beat walk concierg help rent car day explor olymp peninsula husband prefer stay cheaper deni nice experi mayflow park,0
"basic room no special employee attitude good downtown seattle location snobbish attitude desk friendly luggage handlers outdated interior need modernization, rooms fairly basic bit awkward small nonetheless clean, noisy ambiance proximity mono-rail blurts super sounding horn hours night, nice mall near hotel restaurants pike street market places walking distance, avoid seedy areas night located near pike market, bit pricey independent hotel definately think staying improve customer relations skill,  ",basic room special employe attitud good downtown seattl locat snobbish attitud desk friendli luggag handler outdat interior need modern room fairli basic bit awkward small nonetheless clean noisi ambianc proxim blurt super sound horn hour night nice mall near hotel restaur pike street market place walk distanc avoid seedi area night locat near pike market bit pricey independ hotel defin think stay improv custom relat skill,0
"awesome location helpful staff clean rooms stayed moore hotel celebrate special occasion budget getaway downtown seattle, friendly staff offered helpful dining suggestions surprised spectacular room fifth floor, amazing close waterfront attractions walking distance, hotel clean fantastic value traveler n't phased quirks come older building,  ",awesom locat help staff clean room stay moor hotel celebr special occas budget getaway downtown seattl friendli staff offer help dine suggest surpris spectacular room fifth floor amaz close waterfront attract walk distanc hotel clean fantast valu travel phase quirk come older build,0
"cheap clean close downtown stayed week beginning 2008. seriously really great hotel seattle, price right location brilliant staff friendly helpful bob works afternoon/evenings goldmine information eat stayed room bathroom just sink 5th floor view sound foreground view rooftop carpark, room big clean bed comfortable tv zillion channels, tiny bit annoying wifi does n't really work rooms accessed lobby, shared bathrooms cleaned everyday did n't smell bad, floor stayed not renovated floor sure ask renovated room, hotel old hallways bit dark overall hotel does n't look like new modern/contemporary hotel, decor kind old location 2 blocks pike place market price definitely makes, definitely recommend place, stay grab pastry coffee pike place market breakfast,  ",cheap clean close downtown stay week begin serious realli great hotel seattl price right locat brilliant staff friendli help bob work goldmin inform eat stay room bathroom sink 5th floor view sound foreground view rooftop carpark room big clean bed comfort tv zillion channel tini bit annoy wifi realli work room access lobbi share bathroom clean everyday smell bad floor stay renov floor sure ask renov room hotel old hallway bit dark overal hotel look like new hotel decor kind old locat 2 block pike place market price definit make definit recommend place stay grab pastri coffe pike place market breakfast,0
"moore deal, stayed moore years ago accident, booked place online turned total dump street recommended moore safer bargain-alternative friend i. pretty bare bones clean friendly staff feel home, coming years later appeared place bit facelift- new paint upgrades room, pretty basic smallish tv not way amenities bed comfy room clean, place cool history room despite recent coat paint funky touches big ol victorian bathtub noisy quaint furnace room, nitelite bar downstairs superconvenient want stay close hotel drink/bite eat, subject convenient probably best thing place proximity hotel pike place shopping seattle art museum, great place stay budget esp, n't want rent car want hoof downtown,  ",moor deal stay moor year ago accid book place onlin turn total dump street recommend moor safer friend pretti bare bone clean friendli staff feel home come year later appear place bit new paint upgrad room pretti basic smallish tv way amen bed comfi room clean place cool histori room despit recent coat paint funki touch big ol victorian bathtub noisi quaint furnac room nitelit bar downstair superconveni want stay close hotel eat subject conveni probabl best thing place proxim hotel pike place shop seattl art museum great place stay budget esp want rent car want hoof downtown,0
"pretty good, spent nights moore, really like 3.5 ca n't, moore really cool old hotel excellent location walk seattle sights, good spot nightlife funky restaurants.i checked late night staff accomodating, room large clean, bed comfortable great view elliot bay window 7th floor, right near elevator hear minimal noise, no shampoo conditioner ehn brought anyway.i just parked street free 6pm 8am, 8 came paid parking meter, 3 2 hours.then picked friend airport drove vancouver.we returned seattle final night stay slightly great, room nice freshly painted clean faucet shower falling difficult use, night staff night not friendly, interrupted 20 minute conversation desk agent guest information using guest waited, clerk unhappy guest relieved.it great guest printer boarding pass welcome, not print you.i stay save questions friendly helpful day staff,  ",pretti good spent night moor realli like ca moor realli cool old hotel excel locat walk seattl sight good spot nightlif funki check late night staff accomod room larg clean bed comfort great view elliot bay window 7th floor right near elev hear minim nois shampoo condition ehn brought park street free 6pm 8am 8 came paid park meter 3 2 pick friend airport drove return seattl final night stay slightli great room nice freshli paint clean faucet shower fall difficult use night staff night friendli interrupt 20 minut convers desk agent guest inform use guest wait clerk unhappi guest great guest printer board pass welcom print stay save question friendli help day staff,1
"best deal town n't mind shabby lobby moore hotel best deal seattle, recent winter weekend charging half downtown hotels wanted, n't let somewhat shabby lobby scare, desk staff great service lacking, broken light fixture closet went unrepaired despite 3 requests, n't energy effiicient light bulbs great, avoid rooms bath hall, finally ask quiet room away 2 busy streets, ca n't beat location close pike place market restaurants shops bell town, 194 bus airport just 1.50 non stop,  ",best deal town mind shabbi lobbi moor hotel best deal seattl recent winter weekend charg half downtown hotel want let somewhat shabbi lobbi scare desk staff great servic lack broken light fixtur closet went unrepair despit 3 request energi effiici light bulb great avoid room bath hall final ask quiet room away 2 busi street ca beat locat close pike place market restaur shop bell town 194 bu airport non stop,0
"great location fine stay stay moore looks little sketchy outside, inside solidly average great value seattle outrageously priced hotels bizarre reason.we went stay open minded not expecting cleanliness great location, yes rooms spartan opted splurge room bathroom share, tub/shower fine old clawfoot tub cool, difficult regulate hot water got scorched couple times, initial staff dealt checking pleasant night clerk total jerk, pillows exceptionally flat came dinner approximately 10:30pm asked additional pillow bath towel, rolled eyes acted like asked jog block twice undies, complained slammed things storage area desk told nevermind make, responded snarky yeah just going motions, words just pretending look pillow, jerk, fine moore, location perfect room clean comfortable, imagine summer hot hell upper floors no air conditioning, probably fine summer got unexpected heat wave really uncomfortable,  ",great locat fine stay stay moor look littl sketchi outsid insid solidli averag great valu seattl outrag price hotel bizarr went stay open mind expect cleanli great locat ye room spartan opt splurg room bathroom share fine old clawfoot tub cool difficult regul hot water got scorch coupl time initi staff dealt check pleasant night clerk total jerk pillow except flat came dinner approxim ask addit pillow bath towel roll eye act like ask jog block twice undi complain slam thing storag area desk told nevermind make respond snarki yeah go motion word pretend look pillow jerk fine moor locat perfect room clean comfort imagin summer hot hell upper floor air condit probabl fine summer got unexpect heat wave realli uncomfort,0
"great location reasonable price stayed moore 2 nights prior alaska cruise trip, moore locates good location, walk pier pike place market downtown area easily, went jogging waterfront nice park enjoyed, walk ncl pearl pier 66 board ship nice walk downhill, location excellent price.the hotel not fancy clean, spend little bathroom instead sharing worth money, small tv no refrigerator drink, not problem walk buy stuff want nearby.this hotel good budget traveller wants stay near downtown area, way great time alaska ncl pearl fanstastic,  ",great locat reason price stay moor 2 night prior alaska cruis trip moor locat good locat walk pier pike place market downtown area easili went jog waterfront nice park enjoy walk ncl pearl pier 66 board ship nice walk downhil locat excel hotel fanci clean spend littl bathroom instead share worth money small tv refriger drink problem walk buy stuff want hotel good budget travel want stay near downtown area way great time alaska ncl pearl fanstast,0
"decent location nice staff disappointing read reviews citysearch trip advisor moore hotel, called book shared bathroom queen room avail, lived/traveled europe year did n't think shared bath problem, fiance shared bathroom toilet shower entire floor stayed room 403, 25 rooms 1 bathroom, yes read correctly 25 rooms 2 people room bathroom, everytime day/night/6am/midnight/noontime tried use shower busy, paper-thin walls no shower toilet far room tiny room dirty sink room smaller-than-reserved-bed miserable, asked change rooms told, tried hotel seattle 150/night impossible, loved town stay hotel, passed homeless/drunk/druggie-looking types way hotel night sure n't felt safe 6'5 fiance arm, wanted warn experience try stay capitol hill belltown close downtown action/shops/mass transit far away enjoy locals seattle,  ",decent locat nice staff disappoint read review citysearch trip advisor moor hotel call book share bathroom queen room avail europ year think share bath problem fianc share bathroom toilet shower entir floor stay room 403 25 room 1 bathroom ye read correctli 25 room 2 peopl room bathroom everytim tri use shower busi wall shower toilet far room tini room dirti sink room miser ask chang room told tri hotel seattl imposs love town stay hotel pass type way hotel night sure felt safe 6 5 fianc arm want warn experi tri stay capitol hill belltown close downtown transit far away enjoy local seattl,0
"funky boutique hotel different plain, no a/c small tvs minimalist decor, not fancy place right price budget-minded travellers.the biggest problems are:1. parking- hotel no parking no agreement local garages, wind parking nearby 20/day limited access car especially dark.2, neighborhood- blocks pike place market street little rundown little shady dark, street noise awake night summer.3, maintenance- hot water did not work bathroom sink elevator small noisy, 9pm use elevatorall things said not deny value hotel location, just prepared level amenities appropriate money,  ",funki boutiqu hotel differ plain small tv minimalist decor fanci place right price biggest problem hotel park agreement local garag wind park nearbi limit access car especi block pike place market street littl rundown littl shadi dark street nois awak night hot water work bathroom sink elev small noisi 9pm use elevatoral thing said deni valu hotel locat prepar level amen appropri money,0
"perfect, love old hotels, searching web place mini-family reunion pleased moore hotel, tell owners trying 1907 flavor, ceiling lighting fixtures cast iron bathtubs true hotel era, moore reminded hotels stayed europe, private sleeping rooms jack-n-jill bathroom 6th floor, room queen bed twin beds, beds comfortable, furniture basic budget hotel variety kept, closets huge, enjoyed looking windows different periods architecture area bits waterfront seen buildings, rooms basic clean, no air conditioning windows opened allow nice breeze, room fan, staff best, aimed, guided great eateries explained parking situation able stretch vacation dollars helped polish birthday cake cold stone creamery, room management hold luggage checkout time need, location great, blocks pike market blocks car rental office blocks mono-rail station took space needle seattle center, encountered homeless people area encountered parts seattle, none rude forceful, area hotel buzzes nightlife variety clubs area, plus birthday group needed celebrated cake ice cream, drawback encountered noise street, used portable radio white noise not bothered traffic sounds, definitely,  ",perfect love old hotel search web place reunion pleas moor hotel tell owner tri 1907 flavor ceil light fixtur cast iron bathtub true hotel era moor remind hotel stay europ privat sleep room bathroom 6th floor room queen bed twin bed bed comfort furnitur basic budget hotel varieti kept closet huge enjoy look window differ period architectur area bit waterfront seen build room basic clean air condit window open allow nice breez room fan staff best aim guid great eateri explain park situat abl stretch vacat dollar help polish birthday cake cold stone creameri room manag hold luggag checkout time need locat great block pike market block car rental offic block station took space needl seattl center encount homeless peopl area encount part seattl none rude forc area hotel buzz nightlif varieti club area plu birthday group need celebr cake ice cream drawback encount nois street use portabl radio white nois bother traffic sound definit,0
"great location clean rooms stayed june 3 nights, definitely no thrills place room fourth floor massive new carpet comfy bed clean sheets walk warbrobe sink, toilet shower room coridoor, refurb shower pressure great clean.it really close pike place pretty attraction walking distance depending far fancy walking, decor alittle dull nothing really bother, staff really helpfull friendly, location fairly safe did n't problems seatlle does fair share crazies pretty harmless.the bar door not normally home town popped cheeky cider ended chatting locals really cool little rough edges,  ",great locat clean room stay june 3 night definit thrill place room fourth floor massiv new carpet comfi bed clean sheet walk warbrob sink toilet shower room coridoor refurb shower pressur great realli close pike place pretti attract walk distanc depend far fanci walk decor alittl dull noth realli bother staff realli helpful friendli locat fairli safe problem seatll fair share crazi pretti bar door normal home town pop cheeki cider end chat local realli cool littl rough edg,0
"noisy good value felt like weekend away wife kids wife kids honest- know wont read, chose seattle easy reach hometown vancouver.decided moore hotel downtown thrifty poor reading previous reviews suit budget, staying night-how bad be.on look place outside knew wasnt going buckingham palace.the lobby pretty spartan desk clerk duty pretty friendly-one guy check inwas turned away place full-so book ahead.was pleasantly surprised room-spacious clean.no frills no shampoo bar soap needs.the mattress felt like water bed spring touch floor hopped it.ok so125 kgs it-but crikey bed springs surely seen better days.ah tv-but wait no remote-125 kgs jumping change channels not on.a trip reception enquire whereabouts saidremote-shrug shoulders-our guests home know set tv cnn duration stay.off pike place market-a short jaunt hotel-fantastic location-a dubious characters major city.parked right road place offering spot 5-had car night la hoya/mayweather fight local sports pub-on return garage full-now, no problem-park street free-after 6 pmand sunday day free.saturday evening winding down-seattleites winding up-the noise level rises crescendo-its 2 a.m.a water pipe prominent celing floor fixture room not outdone comes life gurgle splutterand keeps 5. a.m hour seattlitesdecide time home.i nod fitful sleep.something hotel though-somehow quaintand pleasant obscene kind way.was sorry leave-or teh thought monday office looming large, place go-just catch sleepbefore,  ",noisi good valu felt like weekend away wife kid wife kid know wont read chose seattl easi reach hometown moor hotel downtown thrifti poor read previou review suit budget stay bad look place outsid knew wasnt go buckingham lobbi pretti spartan desk clerk duti pretti guy check inwa turn away place book pleasantli surpris frill shampoo bar soap mattress felt like water bed spring touch floor hop so125 kg crikey bed spring sure seen better wait kg jump chang channel trip recept enquir whereabout guest home know set tv cnn durat pike place short jaunt dubiou charact major right road place offer spot car night la fight local sport return garag street 6 pmand sunday day even wind wind nois level rise 2 water pipe promin cele floor fixtur room outdon come life gurgl splutterand keep hour seattlitesdecid time nod fit hotel quaintand pleasant obscen kind sorri teh thought monday offic loom larg place catch sleepbefor,0
"not bad price given central downtown location low price moore good value two-star, price not fancy adequate clean roomy, elevator hallways small dingy rooms fine, beds good tv sufficient channel selection telephone bathroom normal size adequate motel-type towels/face cloths soap no shampoo, no air conditioning small fan room barely sufficient, rural area did n't street noise bad hotel facing 1st, ave. expect city not objectional running fan white noise helps, definitely concur reviewers upper floor 5 higher definitely recommended, free internet service lobby, staff not overly helpful friendly provided acceptable service, best thing central location pike market good restaurants downtown sites free bus ride area,  ",bad price given central downtown locat low price moor good valu price fanci adequ clean roomi elev hallway small dingi room fine bed good tv suffici channel select telephon bathroom normal size adequ cloth soap shampoo air condit small fan room bare suffici rural area street nois bad hotel face 1st expect citi object run fan white nois help definit concur review upper floor 5 higher definit recommend free internet servic lobbi staff overli help friendli provid accept servic best thing central locat pike market good restaur downtown site free bu ride area,0
"rudest people dont stay, despite fact cool hotel place sucks, desk nights run rudest people met, not problem room extremely rude not hear issue, dissapointed,  ",rudest peopl dont stay despit fact cool hotel place suck desk night run rudest peopl met problem room extrem rude hear issu dissapoint,0
"terrible experience awful night stay, planned staying 3 dirty old hot, no a.c. met 2 policemen suggested safer place town, price n't, spend little lots advantages,  ",terribl experi aw night stay plan stay 3 dirti old hot met 2 policemen suggest safer place town price spend littl lot advantag,0
"good location inside room moore old place good section downtown seattle center pike place market, room street bit noisy no a/c windows open, switched night courtyard room reflected traffic noise, courtyard rooms surround moore theater not want stay concert night unless n't bed early, prefer budget hotels near seattle center,  ",good locat insid room moor old place good section downtown seattl center pike place market room street bit noisi window open switch night courtyard room reflect traffic nois courtyard room surround moor theater want stay concert night unless bed earli prefer budget hotel near seattl center,0
"loved moore hotel, just got night stay moore hotel seattle, 65 night paid amazing deal, room 6th floor views bay, room large clean quiet somewhat dark staff friendly helpful, drawback clawfoot tub bathroom no decals bathmat not careful bit slippery, desk does not provide bath mats spend bucks, location really convenient just blocks pike place market easy walking distance pioneer square main shopping area location catch tourist buses cruises, metro bus 1.25 2.00 depending time day airport just blocks away, definitely stay seattle prices certainly afford,  ",love moor hotel got night stay moor hotel seattl 65 night paid amaz deal room 6th floor view bay room larg clean quiet somewhat dark staff friendli help drawback clawfoot tub bathroom decal bathmat care bit slipperi desk provid bath mat spend buck locat realli conveni block pike place market easi walk distanc pioneer squar main shop area locat catch tourist buse cruis metro bu depend time day airport block away definit stay seattl price certainli afford,0
